step,action,reward,score_left,score_right,ball_x,ball_y,right_paddle_y,left_paddle_y,action_next,ball_vx,ball_vy,right_paddle_vy,left_paddle_vy
327,0,0.0,1,1,102,185,143,170,0.0,4.0,8.0,0.0,6.0
328,0,0.0,1,1,106,192,143,178,0.0,4.0,7.0,0.0,8.0
329,0,0.0,1,1,110,184,143,184,0.0,4.0,-8.0,0.0,6.0
330,0,0.0,1,1,114,176,143,180,0.0,4.0,-8.0,0.0,-4.0
331,0,0.0,1,1,118,168,143,174,0.0,4.0,-8.0,0.0,-6.0
332,0,0.0,1,1,122,160,143,166,0.0,4.0,-8.0,0.0,-8.0
333,0,0.0,1,1,126,152,143,160,2.0,4.0,-8.0,0.0,-6.0
334,2,0.0,1,1,130,143,137,152,0.0,4.0,-9.0,-6.0,-8.0
335,0,0.0,1,1,134,135,129,146,0.0,4.0,-8.0,-8.0,-6.0
336,0,0.0,1,1,138,127,125,138,0.0,4.0,-8.0,-4.0,-8.0
337,0,0.0,1,1,133,125,125,132,0.0,-5.0,-2.0,0.0,-6.0
338,0,0.0,1,1,125,126,125,132,0.0,-8.0,1.0,0.0,0.0
339,0,0.0,1,1,117,126,125,130,0.0,-8.0,0.0,0.0,-2.0
340,0,0.0,1,1,109,126,125,130,0.0,-8.0,0.0,0.0,0.0
341,0,0.0,1,1,101,126,125,132,0.0,-8.0,0.0,0.0,2.0
342,0,0.0,1,1,93,126,125,132,0.0,-8.0,0.0,0.0,0.0
343,0,0.0,1,1,85,126,125,130,0.0,-8.0,0.0,0.0,-2.0
344,0,0.0,1,1,77,126,125,130,0.0,-8.0,0.0,0.0,0.0
345,0,0.0,1,1,69,126,125,132,0.0,-8.0,0.0,0.0,2.0
346,0,0.0,1,1,61,126,125,132,0.0,-8.0,0.0,0.0,0.0
347,0,0.0,1,1,53,126,125,130,0.0,-8.0,0.0,0.0,-2.0
348,0,0.0,1,1,45,126,125,130,0.0,-8.0,0.0,0.0,0.0
349,0,0.0,1,1,37,126,125,132,0.0,-8.0,0.0,0.0,2.0
350,0,0.0,1,1,29,126,125,132,0.0,-8.0,0.0,0.0,0.0
351,0,0.0,1,1,21,126,125,130,0.0,-8.0,0.0,0.0,-2.0
352,0,0.0,1,1,25,120,125,126,0.0,4.0,-6.0,0.0,-4.0
353,0,0.0,1,1,33,112,125,120,0.0,8.0,-8.0,0.0,-6.0
354,0,0.0,1,1,41,104,125,112,0.0,8.0,-8.0,0.0,-8.0
355,0,0.0,1,1,49,96,125,106,2.0,8.0,-8.0,0.0,-6.0
356,2,0.0,1,1,57,88,115,98,2.0,8.0,-8.0,-10.0,-8.0
357,2,0.0,1,1,65,80,95,92,0.0,8.0,-8.0,-20.0,-6.0
358,0,0.0,1,1,73,72,83,84,0.0,8.0,-8.0,-12.0,-8.0
359,0,0.0,1,1,81,64,81,78,2.0,8.0,-8.0,-2.0,-6.0
360,2,0.0,1,1,89,56,69,70,0.0,8.0,-8.0,-12.0,-8.0
361,0,0.0,1,1,97,48,55,64,0.0,8.0,-8.0,-14.0,-6.0
362,0,0.0,1,1,105,40,53,56,0.0,8.0,-8.0,-2.0,-8.0
363,0,0.0,1,1,113,34,51,50,0.0,8.0,-6.0,-2.0,-6.0
364,0,0.0,1,1,121,41,51,46,0.0,8.0,7.0,0.0,-4.0
365,0,0.0,1,1,129,49,51,52,3.0,8.0,8.0,0.0,6.0
366,3,0.0,1,1,137,57,61,60,0.0,8.0,8.0,10.0,8.0
367,0,0.0,1,1,133,59,69,64,0.0,-4.0,2.0,8.0,4.0
368,0,0.0,1,1,125,59,73,64,0.0,-8.0,0.0,4.0,0.0
369,0,0.0,1,1,117,59,73,64,0.0,-8.0,0.0,0.0,0.0
370,0,0.0,1,1,109,59,73,64,0.0,-8.0,0.0,0.0,0.0
371,0,0.0,1,1,101,59,73,64,0.0,-8.0,0.0,0.0,0.0
372,0,0.0,1,1,93,59,73,64,0.0,-8.0,0.0,0.0,0.0
373,0,0.0,1,1,85,59,73,64,0.0,-8.0,0.0,0.0,0.0
374,0,0.0,1,1,77,59,73,64,0.0,-8.0,0.0,0.0,0.0
375,0,0.0,1,1,69,59,73,64,0.0,-8.0,0.0,0.0,0.0
376,0,0.0,1,1,61,59,73,64,0.0,-8.0,0.0,0.0,0.0
377,0,0.0,1,1,53,59,73,64,0.0,-8.0,0.0,0.0,0.0
378,0,0.0,1,1,45,59,73,64,0.0,-8.0,0.0,0.0,0.0
379,0,0.0,1,1,37,59,73,64,0.0,-8.0,0.0,0.0,0.0
380,0,0.0,1,1,29,59,73,64,0.0,-8.0,0.0,0.0,0.0
381,0,0.0,1,1,21,59,73,64,0.0,-8.0,0.0,0.0,0.0
382,0,0.0,1,1,25,53,73,58,0.0,4.0,-6.0,0.0,-6.0
383,0,0.0,1,1,33,45,73,52,0.0,8.0,-8.0,0.0,-6.0
384,0,0.0,1,1,41,37,73,44,0.0,8.0,-8.0,0.0,-8.0
385,0,0.0,1,1,49,35,73,40,0.0,8.0,-2.0,0.0,-4.0
386,0,0.0,1,1,57,42,73,46,2.0,8.0,7.0,0.0,6.0
387,2,0.0,1,1,65,50,63,52,0.0,8.0,8.0,-10.0,6.0
388,0,0.0,1,1,73,58,55,60,0.0,8.0,8.0,-8.0,8.0
389,0,0.0,1,1,81,66,51,66,3.0,8.0,8.0,-4.0,6.0
390,3,0.0,1,1,89,74,61,74,3.0,8.0,8.0,10.0,8.0
391,3,0.0,1,1,97,82,81,80,3.0,8.0,8.0,20.0,6.0
392,3,0.0,1,1,105,90,103,88,0.0,8.0,8.0,22.0,8.0
393,0,0.0,1,1,113,98,115,94,0.0,8.0,8.0,12.0,6.0
394,0,0.0,1,1,121,106,117,102,0.0,8.0,8.0,2.0,8.0
395,0,0.0,1,1,129,113,119,108,3.0,8.0,7.0,2.0,6.0
396,3,0.0,1,1,137,121,129,116,0.0,8.0,8.0,10.0,8.0
397,0,0.0,1,1,130,121,139,122,0.0,-7.0,0.0,10.0,6.0
398,0,0.0,1,1,118,117,143,122,0.0,-12.0,-4.0,4.0,0.0
399,0,0.0,1,1,106,113,143,118,0.0,-12.0,-4.0,0.0,-4.0
400,0,0.0,1,1,94,109,143,114,0.0,-12.0,-4.0,0.0,-4.0
401,0,0.0,1,1,82,105,143,110,0.0,-12.0,-4.0,0.0,-4.0
402,0,0.0,1,1,70,101,143,106,0.0,-12.0,-4.0,0.0,-4.0
403,0,0.0,1,1,58,97,143,102,0.0,-12.0,-4.0,0.0,-4.0
404,0,0.0,1,1,46,93,143,98,0.0,-12.0,-4.0,0.0,-4.0
405,0,0.0,1,1,34,89,143,94,0.0,-12.0,-4.0,0.0,-4.0
406,0,0.0,1,1,22,85,143,90,0.0,-12.0,-4.0,0.0,-4.0
407,0,0.0,1,1,28,81,143,86,2.0,6.0,-4.0,0.0,-4.0
408,2,0.0,1,1,40,77,133,82,2.0,12.0,-4.0,-10.0,-4.0
409,2,0.0,1,1,52,73,113,78,0.0,12.0,-4.0,-20.0,-4.0
410,0,0.0,1,1,64,69,101,74,0.0,12.0,-4.0,-12.0,-4.0
411,0,0.0,1,1,76,65,97,70,0.0,12.0,-4.0,-4.0,-4.0
412,0,0.0,1,1,88,61,97,66,0.0,12.0,-4.0,0.0,-4.0
413,0,0.0,1,1,100,57,97,62,0.0,12.0,-4.0,0.0,-4.0
414,0,0.0,1,1,112,53,97,58,2.0,12.0,-4.0,0.0,-4.0
415,2,0.0,1,1,124,49,87,54,2.0,12.0,-4.0,-10.0,-4.0
416,2,0.0,1,1,136,45,67,50,2.0,12.0,-4.0,-20.0,-4.0
417,2,0.0,1,1,148,41,45,46,2.0,12.0,-4.0,-22.0,-4.0
418,2,-1.0,2,1,-1,-1,38,44,0.0,-149.0,-42.0,-7.0,-2.0
419,0,0.0,2,1,-1,-1,36,40,3.0,0.0,0.0,-2.0,-4.0
420,3,0.0,2,1,-1,-1,36,36,3.0,0.0,0.0,0.0,-4.0
421,3,0.0,2,1,-1,-1,39,-1,3.0,0.0,0.0,3.0,-37.0
422,3,0.0,2,1,-1,-1,55,-1,3.0,0.0,0.0,16.0,0.0
423,3,0.0,2,1,-1,-1,75,-1,3.0,0.0,0.0,20.0,0.0
424,3,0.0,2,1,-1,-1,99,-1,0.0,0.0,0.0,24.0,0.0
425,0,0.0,2,1,-1,-1,113,-1,0.0,0.0,0.0,14.0,0.0
426,0,0.0,2,1,-1,-1,115,-1,0.0,0.0,0.0,2.0,0.0
427,0,0.0,2,1,-1,-1,117,-1,0.0,0.0,0.0,2.0,0.0
428,0,0.0,2,1,-1,-1,117,-1,0.0,0.0,0.0,0.0,0.0
429,0,0.0,2,1,-1,-1,117,-1,0.0,0.0,0.0,0.0,0.0
430,0,0.0,2,1,-1,-1,117,-1,0.0,0.0,0.0,0.0,0.0
431,0,0.0,2,1,-1,-1,117,-1,0.0,0.0,0.0,0.0,0.0
432,0,0.0,2,1,-1,-1,117,-1,0.0,0.0,0.0,0.0,0.0
433,0,0.0,2,1,-1,-1,117,-1,0.0,0.0,0.0,0.0,0.0
434,0,0.0,2,1,81,113,117,118,0.0,82.0,114.0,0.0,119.0
435,0,0.0,2,1,85,109,117,114,0.0,4.0,-4.0,0.0,-4.0
436,0,0.0,2,1,89,105,117,110,0.0,4.0,-4.0,0.0,-4.0
437,0,0.0,2,1,93,101,117,106,0.0,4.0,-4.0,0.0,-4.0
438,0,0.0,2,1,97,97,117,102,2.0,4.0,-4.0,0.0,-4.0
439,2,0.0,2,1,101,93,107,98,0.0,4.0,-4.0,-10.0,-4.0
440,0,0.0,2,1,105,89,97,94,0.0,4.0,-4.0,-10.0,-4.0
441,0,0.0,2,1,109,85,93,90,0.0,4.0,-4.0,-4.0,-4.0
442,0,0.0,2,1,113,81,93,86,0.0,4.0,-4.0,0.0,-4.0
443,0,0.0,2,1,117,77,93,82,0.0,4.0,-4.0,0.0,-4.0
444,0,0.0,2,1,121,73,93,78,2.0,4.0,-4.0,0.0,-4.0
445,2,0.0,2,1,125,69,83,74,0.0,4.0,-4.0,-10.0,-4.0
446,0,0.0,2,1,129,65,73,70,0.0,4.0,-4.0,-10.0,-4.0
447,0,0.0,2,1,133,61,71,66,0.0,4.0,-4.0,-2.0,-4.0
448,0,0.0,2,1,137,57,71,62,0.0,4.0,-4.0,0.0,-4.0
449,0,0.0,2,1,141,53,71,58,0.0,4.0,-4.0,0.0,-4.0
450,0,0.0,2,1,145,49,71,54,2.0,4.0,-4.0,0.0,-4.0
451,2,0.0,2,1,149,45,61,50,2.0,4.0,-4.0,-10.0,-4.0
452,2,0.0,2,1,-1,-1,41,46,0.0,-150.0,-46.0,-20.0,-4.0
453,0,-1.0,3,1,-1,-1,37,42,0.0,0.0,0.0,-4.0,-4.0
454,0,0.0,3,1,-1,-1,36,38,0.0,0.0,0.0,-1.0,-4.0
455,0,0.0,3,1,-1,-1,36,35,3.0,0.0,0.0,0.0,-3.0
456,3,0.0,3,1,-1,-1,36,-1,3.0,0.0,0.0,0.0,-36.0
457,3,0.0,3,1,-1,-1,45,-1,3.0,0.0,0.0,9.0,0.0
458,3,0.0,3,1,-1,-1,65,-1,0.0,0.0,0.0,20.0,0.0
459,0,0.0,3,1,-1,-1,77,-1,0.0,0.0,0.0,12.0,0.0
460,0,0.0,3,1,-1,-1,79,-1,0.0,0.0,0.0,2.0,0.0
461,0,0.0,3,1,-1,-1,81,-1,0.0,0.0,0.0,2.0,0.0
462,0,0.0,3,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
463,0,0.0,3,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
464,0,0.0,3,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
465,0,0.0,3,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
466,0,0.0,3,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
467,0,0.0,3,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
468,0,0.0,3,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
469,0,0.0,3,1,81,113,81,118,0.0,82.0,114.0,0.0,119.0
470,0,0.0,3,1,85,109,81,114,0.0,4.0,-4.0,0.0,-4.0
471,0,0.0,3,1,89,105,81,110,0.0,4.0,-4.0,0.0,-4.0
472,0,0.0,3,1,93,101,81,106,0.0,4.0,-4.0,0.0,-4.0
473,0,0.0,3,1,97,97,81,102,0.0,4.0,-4.0,0.0,-4.0
474,0,0.0,3,1,101,93,81,98,0.0,4.0,-4.0,0.0,-4.0
475,0,0.0,3,1,105,89,81,94,0.0,4.0,-4.0,0.0,-4.0
476,0,0.0,3,1,109,85,81,90,0.0,4.0,-4.0,0.0,-4.0
477,0,0.0,3,1,113,81,81,86,0.0,4.0,-4.0,0.0,-4.0
478,0,0.0,3,1,117,77,81,82,0.0,4.0,-4.0,0.0,-4.0
479,0,0.0,3,1,121,73,81,78,2.0,4.0,-4.0,0.0,-4.0
480,2,0.0,3,1,125,69,71,74,2.0,4.0,-4.0,-10.0,-4.0
481,2,0.0,3,1,129,65,51,70,0.0,4.0,-4.0,-20.0,-4.0
482,0,0.0,3,1,133,61,40,66,0.0,4.0,-4.0,-11.0,-4.0
483,0,0.0,3,1,137,57,39,62,0.0,4.0,-4.0,-1.0,-4.0
484,0,0.0,3,1,141,53,38,58,0.0,4.0,-4.0,-1.0,-4.0
485,0,0.0,3,1,145,49,38,54,0.0,4.0,-4.0,0.0,-4.0
486,0,0.0,3,1,149,45,38,50,3.0,4.0,-4.0,0.0,-4.0
487,3,0.0,3,1,-1,-1,45,46,3.0,-150.0,-46.0,7.0,-4.0
488,3,-1.0,4,1,-1,-1,65,44,0.0,0.0,0.0,20.0,-2.0
489,0,0.0,4,1,-1,-1,77,40,0.0,0.0,0.0,12.0,-4.0
490,0,0.0,4,1,-1,-1,81,36,0.0,0.0,0.0,4.0,-4.0
491,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,-37.0
492,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
493,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
494,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
495,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
496,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
497,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
498,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
499,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
500,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
501,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
502,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
503,0,0.0,4,1,-1,-1,81,-1,0.0,0.0,0.0,0.0,0.0
504,0,0.0,4,1,81,113,81,118,0.0,82.0,114.0,0.0,119.0
505,0,0.0,4,1,85,109,81,114,0.0,4.0,-4.0,0.0,-4.0
506,0,0.0,4,1,89,105,81,110,0.0,4.0,-4.0,0.0,-4.0
507,0,0.0,4,1,93,101,81,106,0.0,4.0,-4.0,0.0,-4.0
508,0,0.0,4,1,97,97,81,102,0.0,4.0,-4.0,0.0,-4.0
509,0,0.0,4,1,101,93,81,98,0.0,4.0,-4.0,0.0,-4.0
510,0,0.0,4,1,105,89,81,94,0.0,4.0,-4.0,0.0,-4.0
511,0,0.0,4,1,109,85,81,90,0.0,4.0,-4.0,0.0,-4.0
512,0,0.0,4,1,113,81,81,86,0.0,4.0,-4.0,0.0,-4.0
513,0,0.0,4,1,117,77,81,82,0.0,4.0,-4.0,0.0,-4.0
514,0,0.0,4,1,121,73,81,78,0.0,4.0,-4.0,0.0,-4.0
515,0,0.0,4,1,125,69,81,74,0.0,4.0,-4.0,0.0,-4.0
516,0,0.0,4,1,129,65,81,70,2.0,4.0,-4.0,0.0,-4.0
517,2,0.0,4,1,133,61,75,66,2.0,4.0,-4.0,-6.0,-4.0
518,2,0.0,4,1,137,57,57,62,0.0,4.0,-4.0,-18.0,-4.0
519,0,0.0,4,1,137,57,45,62,0.0,0.0,0.0,-12.0,0.0
520,0,0.0,4,1,133,61,43,66,0.0,-4.0,4.0,-2.0,4.0
521,0,0.0,4,1,129,65,41,70,0.0,-4.0,4.0,-2.0,4.0
522,0,0.0,4,1,125,69,41,74,0.0,-4.0,4.0,0.0,4.0
523,0,0.0,4,1,121,73,41,78,0.0,-4.0,4.0,0.0,4.0
524,0,0.0,4,1,117,77,41,82,0.0,-4.0,4.0,0.0,4.0
525,0,0.0,4,1,113,81,41,86,0.0,-4.0,4.0,0.0,4.0
526,0,0.0,4,1,109,85,41,90,0.0,-4.0,4.0,0.0,4.0
527,0,0.0,4,1,105,89,41,94,0.0,-4.0,4.0,0.0,4.0
528,0,0.0,4,1,101,93,41,98,0.0,-4.0,4.0,0.0,4.0
529,0,0.0,4,1,97,97,41,102,0.0,-4.0,4.0,0.0,4.0
530,0,0.0,4,1,93,101,41,106,0.0,-4.0,4.0,0.0,4.0
531,0,0.0,4,1,89,105,41,110,0.0,-4.0,4.0,0.0,4.0
532,0,0.0,4,1,85,109,41,114,0.0,-4.0,4.0,0.0,4.0
533,0,0.0,4,1,81,113,41,118,0.0,-4.0,4.0,0.0,4.0
534,0,0.0,4,1,77,117,41,122,0.0,-4.0,4.0,0.0,4.0
535,0,0.0,4,1,73,121,41,126,0.0,-4.0,4.0,0.0,4.0
536,0,0.0,4,1,69,125,41,130,0.0,-4.0,4.0,0.0,4.0
537,0,0.0,4,1,65,129,41,134,0.0,-4.0,4.0,0.0,4.0
538,0,0.0,4,1,61,133,41,138,0.0,-4.0,4.0,0.0,4.0
539,0,0.0,4,1,57,137,41,142,0.0,-4.0,4.0,0.0,4.0
540,0,0.0,4,1,53,141,41,146,0.0,-4.0,4.0,0.0,4.0
541,0,0.0,4,1,49,145,41,150,0.0,-4.0,4.0,0.0,4.0
542,0,0.0,4,1,45,149,41,154,0.0,-4.0,4.0,0.0,4.0
543,0,0.0,4,1,41,153,41,158,0.0,-4.0,4.0,0.0,4.0
544,0,0.0,4,1,37,157,41,162,0.0,-4.0,4.0,0.0,4.0
545,0,0.0,4,1,33,161,41,166,0.0,-4.0,4.0,0.0,4.0
546,0,0.0,4,1,29,165,41,170,0.0,-4.0,4.0,0.0,4.0
547,0,0.0,4,1,25,169,41,174,0.0,-4.0,4.0,0.0,4.0
548,0,0.0,4,1,21,173,41,178,0.0,-4.0,4.0,0.0,4.0
549,0,0.0,4,1,21,171,41,178,0.0,0.0,-2.0,0.0,0.0
550,0,0.0,4,1,25,163,41,170,0.0,4.0,-8.0,0.0,-8.0
551,0,0.0,4,1,29,155,41,164,3.0,4.0,-8.0,0.0,-6.0
552,3,0.0,4,1,33,147,51,156,3.0,4.0,-8.0,10.0,-8.0
553,3,0.0,4,1,37,139,71,150,0.0,4.0,-8.0,20.0,-6.0
554,0,0.0,4,1,41,131,87,142,0.0,4.0,-8.0,16.0,-8.0
555,0,0.0,4,1,45,123,91,136,0.0,4.0,-8.0,4.0,-6.0
556,0,0.0,4,1,49,115,93,128,0.0,4.0,-8.0,2.0,-8.0
557,0,0.0,4,1,53,107,93,122,0.0,4.0,-8.0,0.0,-6.0
558,0,0.0,4,1,57,99,93,114,0.0,4.0,-8.0,0.0,-8.0
559,0,0.0,4,1,61,91,93,108,0.0,4.0,-8.0,0.0,-6.0
560,0,0.0,4,1,65,83,93,100,0.0,4.0,-8.0,0.0,-8.0
561,0,0.0,4,1,69,75,93,94,0.0,4.0,-8.0,0.0,-6.0
562,0,0.0,4,1,73,67,93,86,0.0,4.0,-8.0,0.0,-8.0
563,0,0.0,4,1,77,59,93,80,0.0,4.0,-8.0,0.0,-6.0
564,0,0.0,4,1,81,51,93,72,0.0,4.0,-8.0,0.0,-8.0
565,0,0.0,4,1,85,43,93,66,0.0,4.0,-8.0,0.0,-6.0
566,0,0.0,4,1,89,35,93,58,0.0,4.0,-8.0,0.0,-8.0
567,0,0.0,4,1,93,36,93,52,0.0,4.0,1.0,0.0,-6.0
568,0,0.0,4,1,97,44,93,48,0.0,4.0,8.0,0.0,-4.0
569,0,0.0,4,1,101,52,93,54,0.0,4.0,8.0,0.0,6.0
570,0,0.0,4,1,105,60,93,62,0.0,4.0,8.0,0.0,8.0
571,0,0.0,4,1,109,68,93,68,3.0,4.0,8.0,0.0,6.0
572,3,0.0,4,1,113,76,103,76,0.0,4.0,8.0,10.0,8.0
573,0,0.0,4,1,117,84,117,82,0.0,4.0,8.0,14.0,6.0
574,0,0.0,4,1,121,92,119,90,0.0,4.0,8.0,2.0,8.0
575,0,0.0,4,1,125,100,121,96,0.0,4.0,8.0,2.0,6.0
576,0,0.0,4,1,129,108,121,104,0.0,4.0,8.0,0.0,8.0
577,0,0.0,4,1,133,115,121,110,3.0,4.0,7.0,0.0,6.0
578,3,0.0,4,1,137,123,131,118,3.0,4.0,8.0,10.0,8.0
579,3,0.0,4,1,141,131,153,124,0.0,4.0,8.0,22.0,6.0
580,0,0.0,4,1,145,139,163,132,0.0,4.0,8.0,10.0,8.0
581,0,0.0,4,1,149,147,167,138,0.0,4.0,8.0,4.0,6.0
582,0,0.0,4,1,-1,-1,167,146,0.0,-150.0,-148.0,0.0,8.0
583,0,-1.0,5,1,-1,-1,167,152,0.0,0.0,0.0,0.0,6.0
584,0,0.0,5,1,-1,-1,167,144,0.0,0.0,0.0,0.0,-8.0
585,0,0.0,5,1,-1,-1,167,138,0.0,0.0,0.0,0.0,-6.0
586,0,0.0,5,1,-1,-1,167,130,0.0,0.0,0.0,0.0,-8.0
587,0,0.0,5,1,-1,-1,167,124,0.0,0.0,0.0,0.0,-6.0
588,0,0.0,5,1,-1,-1,167,116,0.0,0.0,0.0,0.0,-8.0
589,0,0.0,5,1,-1,-1,167,110,0.0,0.0,0.0,0.0,-6.0
590,0,0.0,5,1,-1,-1,167,102,0.0,0.0,0.0,0.0,-8.0
591,0,0.0,5,1,-1,-1,167,96,0.0,0.0,0.0,0.0,-6.0
592,0,0.0,5,1,-1,-1,167,88,0.0,0.0,0.0,0.0,-8.0
593,0,0.0,5,1,-1,-1,167,82,0.0,0.0,0.0,0.0,-6.0
594,0,0.0,5,1,-1,-1,167,74,0.0,0.0,0.0,0.0,-8.0
595,0,0.0,5,1,-1,-1,167,68,0.0,0.0,0.0,0.0,-6.0
596,0,0.0,5,1,-1,-1,167,60,0.0,0.0,0.0,0.0,-8.0
597,0,0.0,5,1,-1,-1,167,54,0.0,0.0,0.0,0.0,-6.0
598,0,0.0,5,1,-1,-1,167,46,0.0,0.0,0.0,0.0,-8.0
