step,action,reward,score_left,score_right,ball_x,ball_y,right_paddle_y,left_paddle_y,ball_x_std,ball_y_std,right_paddle_y_std,left_paddle_y_std,ball_x_minmax,ball_y_minmax,right_paddle_y_minmax,left_paddle_y_minmax
25,0,0.0,0,0,33,178,103,184,-0.43503574,1.5023249,-0.758753,1.365606,0.22818792,0.9322917,0.43333334,0.9585492
26,2,0.0,0,0,29,170,113,176,-0.51561016,1.3806012,-0.46525258,1.1981463,0.20134228,0.890625,0.51666665,0.91709846
27,2,0.0,0,0,25,162,133,170,-0.5961846,1.2588773,0.12174831,1.0725516,0.17449665,0.8489583,0.68333334,0.88601035
28,2,0.0,0,0,21,154,155,162,-0.67675906,1.1371535,0.76744926,0.90509194,0.147651,0.8072917,0.8666667,0.8445596
29,0,0.0,0,0,21,144,167,156,-0.67675906,0.9849987,1.1196498,0.77949715,0.147651,0.7552083,0.96666664,0.8134715
30,0,0.0,0,0,25,136,169,148,-0.5961846,0.8632749,1.1783499,0.61203754,0.17449665,0.7135417,0.98333335,0.7720207
31,1,0.0,0,0,29,128,161,142,-0.51561016,0.74155104,0.9435496,0.48644277,0.20134228,0.671875,0.9166667,0.74093264
32,1,0.0,0,0,33,120,141,134,-0.43503574,0.6198272,0.35654867,0.31898314,0.22818792,0.6302083,0.75,0.69948184
33,1,0.0,0,0,37,112,119,128,-0.35446125,0.4981034,-0.2891523,0.19338839,0.25503355,0.5885417,0.56666666,0.6683938
34,1,0.0,0,0,41,104,97,120,-0.2738868,0.37637958,-0.93485326,0.025928732,0.2818792,0.546875,0.38333333,0.626943
35,0,0.0,0,0,45,96,83,114,-0.19331235,0.25465575,-1.3457539,-0.09966601,0.30872482,0.5052083,0.26666668,0.59585494
36,0,0.0,0,0,49,88,81,106,-0.112737894,0.13293193,-1.404454,-0.26712567,0.33557048,0.46354166,0.25,0.55440414
37,0,0.0,0,0,53,80,79,100,-0.032163437,0.011208111,-1.4631541,-0.3927204,0.36241612,0.421875,0.23333333,0.5233161
38,0,0.0,0,0,57,72,79,92,0.04841102,-0.11051571,-1.4631541,-0.56018007,0.38926175,0.38020834,0.23333333,0.4818653
39,1,0.0,0,0,61,64,79,86,0.12898548,-0.23223953,-1.4631541,-0.6857748,0.4161074,0.33854166,0.23333333,0.4507772
40,0,0.0,0,0,65,56,71,78,0.20955993,-0.35396335,-1.6979544,-0.85323447,0.44295302,0.296875,0.16666667,0.40932643
41,0,0.0,0,0,69,48,67,72,0.2901344,-0.47568718,-1.8153546,-0.9788292,0.46979865,0.25520834,0.13333334,0.37823835
42,2,0.0,0,0,73,40,71,64,0.37070885,-0.597411,-1.6979544,-1.1462889,0.4966443,0.21354167,0.16666667,0.33678755
43,2,0.0,0,0,77,34,87,58,0.4512833,-0.6887039,-1.2283537,-1.2718836,0.52348995,0.18229167,0.3,0.30569947
44,2,0.0,0,0,81,41,109,50,0.5318578,-0.5821955,-0.58265275,-1.4393432,0.5503356,0.21875,0.48333332,0.2642487
45,0,0.0,0,0,85,49,121,52,0.61243224,-0.4604717,-0.23045221,-1.3974783,0.5771812,0.26041666,0.5833333,0.2746114
46,0,0.0,0,0,89,57,123,60,0.6930067,-0.3387479,-0.17175213,-1.2300186,0.60402685,0.30208334,0.6,0.31606218
47,0,0.0,0,0,93,65,125,66,0.77358115,-0.21702406,-0.11305204,-1.1044239,0.6308725,0.34375,0.6166667,0.34715027
48,0,0.0,0,0,97,73,125,74,0.8541556,-0.095300235,-0.11305204,-0.9369643,0.6577181,0.38541666,0.6166667,0.38860103
49,0,0.0,0,0,101,81,125,80,0.93473005,0.02642359,-0.11305204,-0.81136954,0.68456376,0.42708334,0.6166667,0.41968912
50,0,0.0,0,0,105,89,125,88,1.0153044,0.14814742,-0.11305204,-0.6439099,0.7114094,0.46875,0.6166667,0.4611399
51,0,0.0,0,0,109,97,125,94,1.095879,0.26987123,-0.11305204,-0.51831514,0.738255,0.5104167,0.6166667,0.49222797
52,0,0.0,0,0,113,105,125,102,1.1764535,0.39159507,-0.11305204,-0.3508555,0.76510066,0.5520833,0.6166667,0.53367877
53,0,0.0,0,0,117,113,125,108,1.2570279,0.5133189,-0.11305204,-0.22526075,0.7919463,0.59375,0.6166667,0.5647668
54,0,0.0,0,0,121,121,125,116,1.3376023,0.6350427,-0.11305204,-0.057801094,0.8187919,0.6354167,0.6166667,0.6062176
55,2,0.0,0,0,125,129,135,122,1.4181767,0.75676656,0.1804484,0.067793645,0.84563756,0.6770833,0.7,0.6373057
56,2,0.0,0,0,129,137,155,130,1.4987512,0.8784903,0.76744926,0.2352533,0.8724832,0.71875,0.8666667,0.6787565
57,0,0.0,0,0,133,145,167,136,1.5793257,1.0002142,1.1196498,0.36084804,0.8993289,0.7604167,0.96666664,0.7098446
58,0,0.0,0,0,137,153,171,144,1.6599001,1.121938,1.23705,0.5283077,0.9261745,0.8020833,1.0,0.7512953
59,0,0.0,0,0,141,161,171,150,1.7404746,1.2436619,1.23705,0.6539024,0.95302016,0.84375,1.0,0.78238344
60,0,0.0,0,0,139,157,171,158,1.7001873,1.1827999,1.23705,0.8213621,0.9395973,0.8229167,1.0,0.8238342
61,0,0.0,0,0,135,149,171,156,1.6196128,1.061076,1.23705,0.77949715,0.9127517,0.78125,1.0,0.8134715
62,0,0.0,0,0,131,141,171,148,1.5390384,0.9393523,1.23705,0.61203754,0.88590604,0.7395833,1.0,0.7720207
63,0,0.0,0,0,127,133,171,142,1.4584639,0.81762844,1.23705,0.48644277,0.8590604,0.6979167,1.0,0.74093264
64,1,0.0,0,0,123,125,161,134,1.3778895,0.6959046,0.9435496,0.31898314,0.8322148,0.65625,0.9166667,0.69948184
65,1,0.0,0,0,119,117,141,128,1.297315,0.5741808,0.35654867,0.19338839,0.80536914,0.6145833,0.75,0.6683938
66,1,0.0,0,0,115,109,119,120,1.2167406,0.45245698,-0.2891523,0.025928732,0.7785235,0.5729167,0.56666666,0.626943
67,1,0.0,0,0,111,101,97,114,1.1361662,0.33073315,-0.93485326,-0.09966601,0.7516779,0.53125,0.38333333,0.59585494
68,0,0.0,0,0,107,93,83,106,1.0555917,0.20900932,-1.3457539,-0.26712567,0.72483224,0.48958334,0.26666668,0.55440414
69,0,0.0,0,0,103,85,81,100,0.97501725,0.087285504,-1.404454,-0.3927204,0.6979866,0.44791666,0.25,0.5233161
70,0,0.0,0,0,99,77,79,92,0.8944428,-0.034438323,-1.4631541,-0.56018007,0.67114097,0.40625,0.23333333,0.4818653
71,0,0.0,0,0,95,69,79,86,0.81386834,-0.15616214,-1.4631541,-0.6857748,0.6442953,0.36458334,0.23333333,0.4507772
72,0,0.0,0,0,91,61,79,78,0.7332939,-0.27788597,-1.4631541,-0.85323447,0.61744964,0.32291666,0.23333333,0.40932643
73,0,0.0,0,0,87,53,79,72,0.65271944,-0.3996098,-1.4631541,-0.9788292,0.590604,0.28125,0.23333333,0.37823835
74,0,0.0,0,0,83,45,79,64,0.572145,-0.52133363,-1.4631541,-1.1462889,0.5637584,0.23958333,0.23333333,0.33678755
75,0,0.0,0,0,79,37,79,58,0.49157053,-0.64305747,-1.4631541,-1.2718836,0.53691274,0.19791667,0.23333333,0.30569947
76,0,0.0,0,0,75,35,79,50,0.41099608,-0.6734884,-1.4631541,-1.4393432,0.5100671,0.1875,0.23333333,0.2642487
77,0,0.0,0,0,71,42,79,44,0.33042163,-0.56698006,-1.4631541,-1.564938,0.48322147,0.22395833,0.23333333,0.23316061
78,2,0.0,0,0,67,50,89,52,0.24984716,-0.44525623,-1.1696537,-1.3974783,0.45637584,0.265625,0.31666666,0.2746114
79,2,0.0,0,0,63,58,109,58,0.1692727,-0.3235324,-0.58265275,-1.2718836,0.4295302,0.30729166,0.48333332,0.30569947
80,0,0.0,0,0,59,66,121,66,0.088698246,-0.20180859,-0.23045221,-1.1044239,0.40268457,0.34895834,0.5833333,0.34715027
81,0,0.0,0,0,55,74,123,72,0.008123791,-0.080084756,-0.17175213,-0.9788292,0.37583894,0.390625,0.6,0.37823835
82,0,0.0,0,0,51,82,125,80,-0.07245067,0.041639067,-0.11305204,-0.81136954,0.3489933,0.43229166,0.6166667,0.41968912
83,0,0.0,0,0,47,90,125,86,-0.15302512,0.16336289,-0.11305204,-0.6857748,0.32214764,0.47395834,0.6166667,0.4507772
84,2,0.0,0,0,43,98,135,94,-0.23359957,0.28508672,0.1804484,-0.51831514,0.295302,0.515625,0.7,0.49222797
85,2,0.0,0,0,39,106,155,100,-0.31417403,0.40681055,0.76744926,-0.3927204,0.26845637,0.5572917,0.8666667,0.5233161
86,0,0.0,0,0,35,114,167,108,-0.39474848,0.52853435,1.1196498,-0.22526075,0.24161074,0.5989583,0.96666664,0.5647668
87,0,0.0,0,0,31,122,171,114,-0.47532296,0.6502582,1.23705,-0.09966601,0.2147651,0.640625,1.0,0.59585494
88,0,0.0,0,0,27,130,171,122,-0.5558974,0.771982,1.23705,0.067793645,0.18791947,0.6822917,1.0,0.6373057
89,0,0.0,0,0,23,138,171,128,-0.63647187,0.89370584,1.23705,0.19338839,0.16107382,0.7239583,1.0,0.6683938
90,0,0.0,0,0,19,146,171,136,-0.7170463,1.0154296,1.23705,0.36084804,0.13422818,0.765625,1.0,0.7098446
91,0,0.0,0,0,15,154,171,142,-0.7976208,1.1371535,1.23705,0.48644277,0.10738255,0.8072917,1.0,0.74093264
92,1,0.0,0,0,11,162,161,150,-0.8781952,1.2588773,0.9435496,0.6539024,0.08053691,0.8489583,0.9166667,0.78238344
93,0,0.0,0,0,-1,-1,153,156,-1.1199186,-1.2212456,0.7087492,0.77949715,0.0,0.0,0.85,0.8134715
94,0,0.0,0,0,-1,-1,149,164,-1.1199186,-1.2212456,0.591349,0.9469568,0.0,0.0,0.81666666,0.8549223
95,0,1.0,0,1,-1,-1,149,162,-1.1199186,-1.2212456,0.591349,0.90509194,0.0,0.0,0.81666666,0.8445596
96,0,0.0,0,1,-1,-1,149,154,-1.1199186,-1.2212456,0.591349,0.7376323,0.0,0.0,0.81666666,0.8031088
97,0,0.0,0,1,-1,-1,149,148,-1.1199186,-1.2212456,0.591349,0.61203754,0.0,0.0,0.81666666,0.7720207
98,1,0.0,0,1,-1,-1,139,140,-1.1199186,-1.2212456,0.29784858,0.44457787,0.0,0.0,0.73333335,0.73056996
99,1,0.0,0,1,-1,-1,117,134,-1.1199186,-1.2212456,-0.34785238,0.31898314,0.0,0.0,0.55,0.69948184
100,1,0.0,0,1,-1,-1,97,126,-1.1199186,-1.2212456,-0.93485326,0.15152347,0.0,0.0,0.38333333,0.6580311
101,0,0.0,0,1,-1,-1,83,120,-1.1199186,-1.2212456,-1.3457539,0.025928732,0.0,0.0,0.26666668,0.626943
102,0,0.0,0,1,-1,-1,81,112,-1.1199186,-1.2212456,-1.404454,-0.14153092,0.0,0.0,0.25,0.58549225
103,0,0.0,0,1,-1,-1,79,106,-1.1199186,-1.2212456,-1.4631541,-0.26712567,0.0,0.0,0.23333333,0.55440414
104,2,0.0,0,1,-1,-1,89,98,-1.1199186,-1.2212456,-1.1696537,-0.4345853,0.0,0.0,0.31666666,0.51295334
105,2,0.0,0,1,-1,-1,109,92,-1.1199186,-1.2212456,-0.58265275,-0.56018007,0.0,0.0,0.48333332,0.4818653
106,2,0.0,0,1,-1,-1,131,84,-1.1199186,-1.2212456,0.06304823,-0.72763973,0.0,0.0,0.6666667,0.44041452
107,0,0.0,0,1,-1,-1,145,78,-1.1199186,-1.2212456,0.47394884,-0.85323447,0.0,0.0,0.78333336,0.40932643
108,0,0.0,0,1,-1,-1,147,70,-1.1199186,-1.2212456,0.5326489,-1.0206941,0.0,0.0,0.8,0.36787564
109,0,0.0,0,1,-1,-1,149,64,-1.1199186,-1.2212456,0.591349,-1.1462889,0.0,0.0,0.81666666,0.33678755
110,0,0.0,0,1,78,116,149,122,0.4714269,0.5589653,0.591349,0.067793645,0.5302013,0.609375,0.81666666,0.6373057
111,0,0.0,0,1,74,120,149,124,0.39085245,0.6198272,0.591349,0.10965856,0.5033557,0.6302083,0.81666666,0.6476684
112,1,0.0,0,1,70,124,139,130,0.310278,0.68068916,0.29784858,0.2352533,0.47651008,0.6510417,0.73333335,0.6787565
113,1,0.0,0,1,66,128,117,132,0.22970355,0.74155104,-0.34785238,0.2771182,0.44966444,0.671875,0.55,0.68911916
114,0,0.0,0,1,62,132,99,138,0.1491291,0.802413,-0.8761532,0.40271294,0.42281878,0.6927083,0.4,0.7202073
115,0,0.0,0,1,58,136,93,140,0.06855463,0.8632749,-1.0522535,0.44457787,0.39597315,0.7135417,0.35,0.73056996
116,0,0.0,0,1,54,140,91,146,-0.012019823,0.92413676,-1.1109536,0.5701726,0.3691275,0.734375,0.33333334,0.761658
117,0,0.0,0,1,50,144,91,148,-0.09259428,0.9849987,-1.1109536,0.61203754,0.34228188,0.7552083,0.33333334,0.7720207
118,0,0.0,0,1,46,148,91,154,-0.17316873,1.0458606,-1.1109536,0.7376323,0.31543624,0.7760417,0.33333334,0.8031088
119,2,0.0,0,1,42,152,95,156,-0.2537432,1.1067225,-0.99355334,0.77949715,0.2885906,0.796875,0.36666667,0.8134715
120,2,0.0,0,1,38,156,109,162,-0.33431765,1.1675844,-0.58265275,0.90509194,0.26174498,0.8177083,0.48333332,0.8445596
121,0,0.0,0,1,34,160,121,164,-0.4148921,1.2284464,-0.23045221,0.9469568,0.23489933,0.8385417,0.5833333,0.8549223
122,0,0.0,0,1,30,164,125,170,-0.49546656,1.2893083,-0.11305204,1.0725516,0.2080537,0.859375,0.6166667,0.88601035
123,0,0.0,0,1,26,168,125,172,-0.57604104,1.3501701,-0.11305204,1.1144165,0.18120806,0.8802083,0.6166667,0.89637303
124,0,0.0,0,1,22,172,125,178,-0.6566155,1.4110321,-0.11305204,1.2400112,0.15436241,0.9010417,0.6166667,0.92746115
125,0,0.0,0,1,20,173,125,180,-0.6969027,1.4262476,-0.11305204,1.2818761,0.1409396,0.90625,0.6166667,0.93782383
126,0,0.0,0,1,24,165,125,172,-0.61632824,1.3045237,-0.11305204,1.1144165,0.16778524,0.8645833,0.6166667,0.89637303
127,0,0.0,0,1,28,157,125,166,-0.5357538,1.1827999,-0.11305204,0.98882174,0.19463088,0.8229167,0.6166667,0.865285
128,0,0.0,0,1,32,149,125,158,-0.45517933,1.061076,-0.11305204,0.8213621,0.22147651,0.78125,0.6166667,0.8238342
129,0,0.0,0,1,36,141,125,152,-0.37460488,0.9393523,-0.11305204,0.69576734,0.24832214,0.7395833,0.6166667,0.7927461
130,0,0.0,0,1,40,133,125,144,-0.29403043,0.81762844,-0.11305204,0.5283077,0.2751678,0.6979167,0.6166667,0.7512953
131,1,0.0,0,1,44,125,115,138,-0.21345596,0.6959046,-0.4065525,0.40271294,0.30201343,0.65625,0.53333336,0.7202073
132,1,0.0,0,1,48,117,95,130,-0.1328815,0.5741808,-0.99355334,0.2352533,0.32885906,0.6145833,0.36666667,0.6787565
133,0,0.0,0,1,52,109,79,124,-0.05230705,0.45245698,-1.4631541,0.10965856,0.3557047,0.5729167,0.23333333,0.6476684
134,0,0.0,0,1,56,101,75,116,0.028267406,0.33073315,-1.5805542,-0.057801094,0.38255033,0.53125,0.2,0.6062176
135,0,0.0,0,1,60,93,73,110,0.10884186,0.20900932,-1.6392543,-0.18339583,0.40939596,0.48958334,0.18333334,0.5751295
136,0,0.0,0,1,64,85,73,102,0.18941632,0.087285504,-1.6392543,-0.3508555,0.4362416,0.44791666,0.18333334,0.53367877
137,0,0.0,0,1,68,77,73,96,0.26999077,-0.034438323,-1.6392543,-0.47645023,0.46308726,0.40625,0.18333334,0.50259066
138,0,0.0,0,1,72,69,73,88,0.35056522,-0.15616214,-1.6392543,-0.6439099,0.4899329,0.36458334,0.18333334,0.4611399
139,0,0.0,0,1,76,61,73,82,0.43113968,-0.27788597,-1.6392543,-0.7695046,0.5167785,0.32291666,0.18333334,0.4300518
140,1,0.0,0,1,80,53,63,74,0.51171416,-0.3996098,-1.9327548,-0.9369643,0.54362416,0.28125,0.1,0.38860103
141,0,0.0,0,1,84,45,55,68,0.5922886,-0.52133363,-2.167555,-1.062559,0.5704698,0.23958333,0.033333335,0.35751295
142,0,0.0,0,1,88,37,51,60,0.67286307,-0.64305747,-2.2849553,-1.2300186,0.59731543,0.19791667,0.0,0.31606218
143,0,0.0,0,1,92,35,51,54,0.7534375,-0.6734884,-2.2849553,-1.3556134,0.62416106,0.1875,0.0,0.2849741
144,0,0.0,0,1,96,42,51,46,0.834012,-0.56698006,-2.2849553,-1.5230731,0.6510067,0.22395833,0.0,0.24352331
145,2,0.0,0,1,100,50,61,52,0.9145864,-0.44525623,-1.9914548,-1.3974783,0.67785233,0.265625,0.083333336,0.2746114
146,2,0.0,0,1,104,58,81,60,0.9951609,-0.3235324,-1.404454,-1.2300186,0.70469797,0.30729166,0.25,0.31606218
147,0,0.0,0,1,108,66,93,66,1.0757353,-0.20180859,-1.0522535,-1.1044239,0.7315436,0.34895834,0.35,0.34715027
148,0,0.0,0,1,112,74,95,74,1.1563098,-0.080084756,-0.99355334,-0.9369643,0.75838923,0.390625,0.36666667,0.38860103
149,0,0.0,0,1,116,82,97,80,1.2368842,0.041639067,-0.93485326,-0.81136954,0.7852349,0.43229166,0.38333333,0.41968912
150,0,0.0,0,1,120,90,97,88,1.3174586,0.16336289,-0.93485326,-0.6439099,0.81208056,0.47395834,0.38333333,0.4611399
151,2,0.0,0,1,124,98,97,94,1.3980331,0.28508672,-0.93485326,-0.51831514,0.8389262,0.515625,0.38333333,0.49222797
152,0,0.0,0,1,128,105,101,102,1.4786075,0.39159507,-0.8174531,-0.3508555,0.86577183,0.5520833,0.41666666,0.53367877
153,0,0.0,0,1,132,113,103,108,1.559182,0.5133189,-0.758753,-0.22526075,0.89261746,0.59375,0.43333334,0.5647668
154,0,0.0,0,1,136,121,103,116,1.6397564,0.6350427,-0.758753,-0.057801094,0.9194631,0.6354167,0.43333334,0.6062176
155,2,0.0,0,1,140,129,107,122,1.720331,0.75676656,-0.64135283,0.067793645,0.94630873,0.6770833,0.46666667,0.6373057
156,2,0.0,0,1,144,137,127,130,1.8009053,0.8784903,-0.054351952,0.2352533,0.97315437,0.71875,0.6333333,0.6787565
157,2,0.0,0,1,148,145,149,136,1.8814799,1.0002142,0.591349,0.36084804,1.0,0.7604167,0.81666666,0.7098446
158,0,0.0,0,1,-1,-1,165,144,-1.1199186,-1.2212456,1.0609497,0.5283077,0.0,0.0,0.95,0.7512953
159,0,0.0,0,1,-1,-1,169,150,-1.1199186,-1.2212456,1.1783499,0.6539024,0.0,0.0,0.98333335,0.78238344
160,0,-1.0,1,1,-1,-1,171,146,-1.1199186,-1.2212456,1.23705,0.5701726,0.0,0.0,1.0,0.761658
161,0,0.0,1,1,-1,-1,171,140,-1.1199186,-1.2212456,1.23705,0.44457787,0.0,0.0,1.0,0.73056996
162,0,0.0,1,1,-1,-1,171,132,-1.1199186,-1.2212456,1.23705,0.2771182,0.0,0.0,1.0,0.68911916
163,0,0.0,1,1,-1,-1,171,126,-1.1199186,-1.2212456,1.23705,0.15152347,0.0,0.0,1.0,0.6580311
164,1,0.0,1,1,-1,-1,161,118,-1.1199186,-1.2212456,0.9435496,-0.015936181,0.0,0.0,0.9166667,0.6165803
165,1,0.0,1,1,-1,-1,141,112,-1.1199186,-1.2212456,0.35654867,-0.14153092,0.0,0.0,0.75,0.58549225
166,1,0.0,1,1,-1,-1,119,104,-1.1199186,-1.2212456,-0.2891523,-0.30899057,0.0,0.0,0.56666666,0.54404145
167,1,0.0,1,1,-1,-1,97,98,-1.1199186,-1.2212456,-0.93485326,-0.4345853,0.0,0.0,0.38333333,0.51295334
168,0,0.0,1,1,-1,-1,83,90,-1.1199186,-1.2212456,-1.3457539,-0.60204494,0.0,0.0,0.26666668,0.4715026
169,0,0.0,1,1,-1,-1,81,84,-1.1199186,-1.2212456,-1.404454,-0.72763973,0.0,0.0,0.25,0.44041452
170,2,0.0,1,1,-1,-1,89,76,-1.1199186,-1.2212456,-1.1696537,-0.89509934,0.0,0.0,0.31666666,0.39896372
171,2,0.0,1,1,-1,-1,109,70,-1.1199186,-1.2212456,-0.58265275,-1.0206941,0.0,0.0,0.48333332,0.36787564
172,2,0.0,1,1,-1,-1,131,62,-1.1199186,-1.2212456,0.06304823,-1.1881537,0.0,0.0,0.6666667,0.32642487
173,0,0.0,1,1,-1,-1,145,56,-1.1199186,-1.2212456,0.47394884,-1.3137485,0.0,0.0,0.78333336,0.29533678
174,0,0.0,1,1,-1,-1,147,48,-1.1199186,-1.2212456,0.5326489,-1.4812082,0.0,0.0,0.8,0.253886
175,0,0.0,1,1,80,116,149,120,0.51171416,0.5589653,0.591349,0.025928732,0.54362416,0.609375,0.81666666,0.626943
176,0,0.0,1,1,84,120,149,126,0.5922886,0.6198272,0.591349,0.15152347,0.5704698,0.6302083,0.81666666,0.6580311
177,1,0.0,1,1,88,124,143,128,0.67286307,0.68068916,0.41524875,0.19338839,0.59731543,0.6510417,0.76666665,0.6683938
178,0,0.0,1,1,92,128,129,134,0.7534375,0.74155104,0.0043481383,0.31898314,0.62416106,0.671875,0.65,0.69948184
179,0,0.0,1,1,96,132,127,136,0.834012,0.802413,-0.054351952,0.36084804,0.6510067,0.6927083,0.6333333,0.7098446
180,0,0.0,1,1,100,136,125,142,0.9145864,0.8632749,-0.11305204,0.48644277,0.67785233,0.7135417,0.6166667,0.74093264
181,0,0.0,1,1,104,140,125,144,0.9951609,0.92413676,-0.11305204,0.5283077,0.70469797,0.734375,0.6166667,0.7512953
182,0,0.0,1,1,108,144,125,150,1.0757353,0.9849987,-0.11305204,0.6539024,0.7315436,0.7552083,0.6166667,0.78238344
183,0,0.0,1,1,112,148,125,152,1.1563098,1.0458606,-0.11305204,0.69576734,0.75838923,0.7760417,0.6166667,0.7927461
184,2,0.0,1,1,116,152,135,158,1.2368842,1.1067225,0.1804484,0.8213621,0.7852349,0.796875,0.7,0.8238342
185,0,0.0,1,1,120,156,145,160,1.3174586,1.1675844,0.47394884,0.863227,0.81208056,0.8177083,0.78333336,0.83419687
186,0,0.0,1,1,124,160,149,166,1.3980331,1.2284464,0.591349,0.98882174,0.8389262,0.8385417,0.81666666,0.865285
187,0,0.0,1,1,128,164,149,168,1.4786075,1.2893083,0.591349,1.0306866,0.86577183,0.859375,0.81666666,0.87564766
188,0,0.0,1,1,132,167,149,174,1.559182,1.3349547,0.591349,1.1562814,0.89261746,0.875,0.81666666,0.9067358
189,0,0.0,1,1,136,171,149,176,1.6397564,1.3958166,0.591349,1.1981463,0.9194631,0.8958333,0.81666666,0.91709846
190,2,0.0,1,1,140,175,159,182,1.720331,1.4566785,0.8848495,1.3237411,0.94630873,0.9166667,0.9,0.9481865
191,0,0.0,1,1,144,179,167,184,1.8009053,1.5175405,1.1196498,1.365606,0.97315437,0.9375,0.96666664,0.9585492
192,0,0.0,1,1,148,183,171,188,1.8814799,1.5784023,1.23705,1.4493358,1.0,0.9583333,1.0,0.97927463
193,0,0.0,1,1,-1,-1,171,189,-1.1199186,-1.2212456,1.23705,1.4702682,0.0,0.0,1.0,0.98445594
194,0,0.0,1,1,-1,-1,171,192,-1.1199186,-1.2212456,1.23705,1.5330656,0.0,0.0,1.0,1.0
195,0,-1.0,2,1,-1,-1,171,189,-1.1199186,-1.2212456,1.23705,1.4702682,0.0,0.0,1.0,0.98445594
196,0,0.0,2,1,-1,-1,171,184,-1.1199186,-1.2212456,1.23705,1.365606,0.0,0.0,1.0,0.9585492
197,0,0.0,2,1,-1,-1,171,178,-1.1199186,-1.2212456,1.23705,1.2400112,0.0,0.0,1.0,0.92746115
198,0,0.0,2,1,-1,-1,171,170,-1.1199186,-1.2212456,1.23705,1.0725516,0.0,0.0,1.0,0.88601035
199,0,0.0,2,1,-1,-1,171,164,-1.1199186,-1.2212456,1.23705,0.9469568,0.0,0.0,1.0,0.8549223
200,0,0.0,2,1,-1,-1,171,156,-1.1199186,-1.2212456,1.23705,0.77949715,0.0,0.0,1.0,0.8134715
201,0,0.0,2,1,-1,-1,171,150,-1.1199186,-1.2212456,1.23705,0.6539024,0.0,0.0,1.0,0.78238344
